# Per-triangle psi statistic data for n=7
# Format: triangle_index l1[0..n-1] l2[0..2n-1] | psi_dist (q:count pairs)
# Canonical triangles with level1 = (0,1,...,n-1) and boundary ordering
# Total triangles: 3098
# Each row: idx l1_data l2_data | q0:c0 q1:c1 ...
#
112 0 1 2 3 4 5 6 | 0 1 3 2 4 2 5 0 1 3 6 4 5 6 | 5:18 6:145 7:347 8:528 9:704 10:778 11:778 12:704 13:528 14:347 15:145 16:18 
113 0 1 2 3 4 5 6 | 0 1 3 2 4 2 5 0 1 4 6 3 5 6 | 5:14 6:129 7:343 8:536 9:714 10:784 11:784 12:714 13:536 14:343 15:129 16:14 
114 0 1 2 3 4 5 6 | 0 1 3 2 4 2 5 0 3 1 4 5 6 6 | 5:42 6:186 7:360 8:534 9:678 10:720 11:720 12:678 13:534 14:360 15:186 16:42 
115 0 1 2 3 4 5 6 | 0 1 3 2 4 2 5 0 3 1 6 4 5 6 | 5:12 6:135 7:333 8:552 9:696 10:792 11:792 12:696 13:552 14:333 15:135 16:12 
116 0 1 2 3 4 5 6 | 0 1 3 2 4 2 5 0 3 4 6 1 5 6 | 6:105 7:339 8:552 9:720 10:804 11:804 12:720 13:552 14:339 15:105 
117 0 1 2 3 4 5 6 | 0 1 3 2 4 2 5 0 6 1 3 4 5 6 | 6:54 7:283 8:547 9:741 10:895 11:895 12:741 13:547 14:283 15:54 
118 0 1 2 3 4 5 6 | 0 1 3 2 4 2 5 0 6 1 4 3 5 6 | 6:33 7:283 8:540 9:762 10:902 11:902 12:762 13:540 14:283 15:33 
119 0 1 2 3 4 5 6 | 0 1 3 2 4 2 5 0 6 3 4 1 5 6 | 6:19 7:255 8:582 9:734 10:930 11:930 12:734 13:582 14:255 15:19 
120 0 1 2 3 4 5 6 | 0 1 3 2 4 2 5 1 3 0 4 5 6 6 | 5:32 6:176 7:360 8:544 9:688 10:720 11:720 12:688 13:544 14:360 15:176 16:32 
121 0 1 2 3 4 5 6 | 0 1 3 2 4 2 5 1 3 0 6 4 5 6 | 5:12 6:108 7:344 8:538 9:732 10:786 11:786 12:732 13:538 14:344 15:108 16:12 
