# T_2(7;q) polynomial data
# Generated in 0.287s
# Format: q_power coefficient
# T_2(7) = 999290880
# T_2(7;q) = 2^6 * P_7(q)
# P_7(q) coefficients below:
0 1
1 25
2 383
3 3977
4 26645
5 115165
6 365346
7 878276
8 1563964
9 2226948
10 2626230
11 2626230
12 2226948
13 1563964
14 878276
15 365346
16 115165
17 26645
18 3977
19 383
20 25
21 1
