# T_2(6;q) polynomial data
# Generated in 0.007s
# Format: q_power coefficient
# T_2(6) = 6796800
# T_2(6;q) = 2^5 * P_6(q)
# P_6(q) coefficients below:
0 1
1 20
2 245
3 1825
4 7295
5 19534
6 34465
7 42815
8 42815
9 34465
10 19534
11 7295
12 1825
13 245
14 20
15 1
