# T_2(8;q) polynomial data
# Generated in 31.018s
# Format: q_power coefficient
# T_2(8) = 218158940160
# T_2(8;q) = 2^7 * P_8(q)
# P_8(q) coefficients below:
0 1
1 30
2 546
3 7018
4 64622
5 411692
6 1914780
7 6889907
8 19865655
9 46208719
10 88274748
11 141139717
12 193232778
13 231337829
14 245670636
15 231337829
16 193232778
17 141139717
18 88274748
19 46208719
20 19865655
21 6889907
22 1914780
23 411692
24 64622
25 7018
26 546
27 30
28 1
